id;funcloc;material_number;equipment_description;status;sort_field;unique_id;qr_code_link;created_at
EMO000454;FP-01-SP1-CPO-T005-P010;;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";Installed;SP1.CP.T3/P2/M;34;https://www.safesave.info/MIC.php?id=Fajar-MotorList34;2023-10-26 14:45:35
EMO000455;FP-01-SP1-CPO-T006-A002;;"AC MOTOR;380V,50Hz,15kW,6P,180L,B3";Installed;SP1.CP.C4/AGT/M;35;https://www.safesave.info/MIC.php?id=Fajar-MotorList35;2023-10-26 14:45:36
EMO000456;FP-01-SP1-CPO-T006-P011;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";Installed;SP1.CP.C4/P1/M;36;https://www.safesave.info/MIC.php?id=Fajar-MotorList36;2023-10-26 14:45:37
EMO000458;FP-01-SP1-CPO-T007-P012;;"AC MOTOR;380V,50Hz,30kW,4P,200M,B3";Installed;SP1.CP.C6/P1/M;37;https://www.safesave.info/MIC.php?id=Fajar-MotorList37;2023-10-26 14:45:38
EMO000459;FP-01-SP1-CPO-T008-P014;;"AC MOTOR;380V,50HZ,15KW,4P,30A,B";Installed;SP1.CP.C7/P1/M;38;https://www.safesave.info/MIC.php?id=Fajar-MotorList38;2023-10-26 14:45:39
EMO000460;FP-01-SP1-CPO-T009-P015;;"AC MOTOR;380V,50HZ,15KW,4P,30A,B";Installed;SP1.CP.C8/P1/M;39;https://www.safesave.info/MIC.php?id=Fajar-MotorList39;2023-10-26 14:45:40
EMO003501;FP-01-SP1-CPO-T010-P016;;"AC MOTOR;380V,50HZ,90KW,6P,B";Installed;SP1.CP.C17/P1/M;40;https://www.safesave.info/MIC.php?id=Fajar-MotorList40;2023-10-26 14:45:41
EMO000462;FP-01-SP1-CPO-T011-P020;;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";Installed;SP1.CP.T8/P1/M;41;https://www.safesave.info/MIC.php?id=Fajar-MotorList41;2023-10-26 14:45:42
EMO002103;FP-01-SP1-CPO-T012-P021;;"MOTOR AC;75KW;145A;4P;380V;B";Installed;SP1.CP.C10/P1/M;42;https://www.safesave.info/MIC.php?id=Fajar-MotorList42;2023-10-26 14:45:43
EMO000464;FP-01-SP1-CPO-T013-P022;;"MOTOR AC;18,5KW;39A;4P;380V;B";Installed;SP1.CP.C11/P1/M;43;https://www.safesave.info/MIC.php?id=Fajar-MotorList43;2023-10-26 14:45:44
EMO001060;FP-01-SP1-CPO-T014-P023;;"AC MOTOR;380V,50HZ,11KW,4P,B";Installed;SP1.CP.C12/P1/M;44;https://www.safesave.info/MIC.php?id=Fajar-MotorList44;2023-10-26 14:45:45
EMO000467;FP-01-SP1-CPO-T015-P026;;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";Installed;SP1.CP.C13/P2/M;45;https://www.safesave.info/MIC.php?id=Fajar-MotorList45;2023-10-26 14:45:46
EMO000468;FP-01-SP1-CPO-T016-A003;;"AC MOTOR;380V,50Hz,22kW,6P,280S,B3";Installed;SP1.CP.C14/AGT/M;46;https://www.safesave.info/MIC.php?id=Fajar-MotorList46;2023-10-26 14:45:47
EMO000469;FP-01-SP1-CPO-T016-P027;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";Installed;SP1.CP.C14/P1/M;47;https://www.safesave.info/MIC.php?id=Fajar-MotorList47;2023-10-26 14:45:48
EMO000470;FP-01-SP1-CPO-T017-A004;;"AC MOTOR;380V,50Hz,55kW,6P,280M,B3";Installed;SP1.CP.C5/AGT1/M;48;https://www.safesave.info/MIC.php?id=Fajar-MotorList48;2023-10-26 14:45:49
EMO000471;FP-01-SP1-CPO-T017-A005;;"AC MOTOR;380V,50Hz,55kW,6P,280M,B3";Installed;SP1.CP.C5/AGT2/M;49;https://www.safesave.info/MIC.php?id=Fajar-MotorList49;2023-10-26 14:45:50
EMO000472;FP-01-SP1-CPO-T017-P028;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";Installed;SP1.CP.C5/P1/M;50;https://www.safesave.info/MIC.php?id=Fajar-MotorList50;2023-10-26 14:45:51
