id;funcloc;material_number;equipment_description;status;sort_field;unique_id;qr_code_link;created_at
EMO002254;FP-01-IN1-WFF-FED4-RTR1;;MOTOR REFUSE ROTARY 1;Install;IN1.WFF.FED4.RTR1/M/M-20A;5454;https://www.safesave.info/MIC.php?id=Fajar-MotorList5454;
EMO002255;FP-01-IN1-WFF-FED4-RTR2;;MOTOR REFUSE ROTARY 2;Install;IN1.WFF.FED4.RTR2/M/M-20B;5455;https://www.safesave.info/MIC.php?id=Fajar-MotorList5455;
EMO002257;FP-01-IN1-WFF-FED3;;MOTOR UNTUK CONVEYOR 2,2 KW;Install;IN1-WFF-FED3-M;5456;https://www.safesave.info/MIC.php?id=Fajar-MotorList5456;
EMO002256;FP-01-IN1-WFF-FED2;;MOTOR UNTUK CONVEYOR 7,5 KW;Install;IN1-WFF-FED2-M;5457;https://www.safesave.info/MIC.php?id=Fajar-MotorList5457;
EMO002260;FP-01-IN1-WFF-HPR2;10008599;"GR.MOTOR;1.30KW,i=59,CHHM40-4225-AV-59";Install;IN1.WFF.HPR2/M-86 SCREW;5458;https://www.safesave.info/MIC.php?id=Fajar-MotorList5458;
EMO002261;FP-01-IN1-WFF-HPR2;;MOTOR UNTUK FAN SCREW OLD HOPER;Install;IN1-WFF-HPR2/M-86  FAN;5459;https://www.safesave.info/MIC.php?id=Fajar-MotorList5459;
EMO002299;FP-01-IN1-ATF-ASHP-RV05;;MOTOR FOR ASH BUNKER ROTARI VALVE;Install;IN1.ATF.ASHP.RV05/M/M-60;5460;https://www.safesave.info/MIC.php?id=Fajar-MotorList5460;
EMO002300;FP-01-IN1-ATF-ASHM;;MOTOR FOR SCREW ASH HUMIDIFIER;Install;IN1-ATF-ASHM-M/M-61;5461;https://www.safesave.info/MIC.php?id=Fajar-MotorList5461;
EMO002268;FP-01-IN1-WFF-SCPR;;MOTOR SCREW PRESS;Install;IN1-WFF-SCPR-M;5462;https://www.safesave.info/MIC.php?id=Fajar-MotorList5462;
EMO005060;FP-01-IN1-WFF-FED2;;"AC MOTOR;380V,50Hz,3kW,4P,100L,B3";Install;IN1.FED2/MAGNETIC_SPRATOR/M;5463;https://www.safesave.info/MIC.php?id=Fajar-MotorList5463;
EMO003439;FP-01-IN2-WFF-X101;10023276;MOTOR,CRUSHER X-101,HSX16042,HYOSUNG;Install;IN2-WFF-X101-M/BOOSTER;5464;https://www.safesave.info/MIC.php?id=Fajar-MotorList5464;
EMO003470;;10024572;"AC MOTOR;380V,50Hz,132kW,4P,315M,B35";Available;IN2.CAS.COM1/M;5465;https://www.safesave.info/MIC.php?id=Fajar-MotorList5465;
