id;tag_name;created_at
FP-01-PM3-DRY-GRP2;PM3.DRY.GRP2.SW(O)2/GM;2023-10-21 12:23:48
FP-01-PM3-DRY-GRP2-DC10;PM3.G2.DYC10.DR/GM;2023-10-21 12:23:49
FP-01-PM3-DRY-GRP2-DC12;PM3.G2.DYC12.DR/GM;2023-10-21 12:23:50
FP-01-PM3-DRY-GRP2-DC14;PM3.G2.DYC14.DR/GM;2023-10-21 12:23:51
FP-01-PM3-DRY-GRP3;PM3.G3.GB/M;2023-10-21 12:23:52
FP-01-PM3-DRY-GRP3-DC22;PM3.G3.DYC22.DR/GM;2023-10-21 12:23:53
FP-01-PM3-DRY-GRP3-DC23;PM3.G3.DYC23.DR/GM;2023-10-21 12:23:54
FP-01-PM3-DRY-GRP3-DC24;PM3.G3.DYC24/DR/GM;2023-10-21 12:23:55
FP-01-PM3-DRY-GRP3-DC25;PM3.G3.DYC25.DR/GM;2023-10-21 12:23:56
FP-01-PM3-DRY-GRP3-DC33;PM3.G3.DYC33.DR/GM;2023-10-21 12:23:57
FP-01-PM3-DRY-GRP3-DC34;PM3.G3.DYC34.DR/GM;2023-10-21 12:23:58
FP-01-PM3-DRY-GRP4;PM3.G4.GB/M;2023-10-21 12:23:59
FP-01-PM3-DRY-GRP4-DC35;PM3.G4.DYC35.DR/GM;2023-10-21 12:24:00
FP-01-PM3-DRY-GRP5;PM3.G5.GB/M;2023-10-21 12:24:01
FP-01-CH3-STA-T105-P116;CH3.C22.P/M;2023-10-21 12:24:02
FP-01-PM3-DRY-GRP5-DC50;PM3.G5.DYC50.DR/GM;2023-10-21 12:24:03
FP-01-PM3-DRY-GRP6;PM3.G6.GB/M;2023-10-21 12:24:04
FP-01-PM3-DRY-GRP6-DC51;PM3.G6.DYC51.DR/GM;2023-10-21 12:24:05
FP-01-PM3-DRY-GRP6-DC52;PM3.G6.DYC52.DR/GM;2023-10-21 12:24:06
FP-01-PM3-DRY-GRP6-DC53;PM3.G6.DYC53.DR/GM;2023-10-21 12:24:07
FP-01-PM3-DRY-GRP7;PM3.G7.GB/M;2023-10-21 12:24:08
FP-01-PM3-DRY-GRP7-DC59;PM3.G7.DYC59.DR/GM;2023-10-21 12:24:09
FP-01-PM3-DRY-GRP7-DC61;PM3.G7.DYC61.DR/GM;2023-10-21 12:24:10
FP-01-PM3-DRY-GRP8;PM3.G8.GB/M;2023-10-21 12:24:11
FP-01-PM3-DRY-GRP8-DC67;PM3.G8.DYC67.DR/GM;2023-10-21 12:24:12
FP-01-PM3-DRY-GRP8-DC68;PM3.G8.DYC68.DR/GM;2023-10-21 12:24:13
FP-01-PM3-DRY-SZPR-ER01;PM3.SP.ER/M;2023-10-21 12:24:14
FP-01-PM3-DRY-SZPR-SPRB;PM3.SP.R(BT)/GB/M;2023-10-21 12:24:15
FP-01-PM3-DRY-SZPR-SPRT;PM3.SP.R(TP)/GB/M;2023-10-21 12:24:16
FP-01-PM3-DRY-SZPR-SPRT;PM3.SP.R(TP)DR/GM;2023-10-21 12:24:17
FP-01-PM3-HOO-BL15;PM3-HOO-BL15-M;2023-10-21 12:24:18
FP-01-PM3-REL-PPRL-CYL1;PM3.PPR.CYL/GB/M;2023-10-21 12:24:19
FP-01-PM3-REL-PPRL-ER01;PM3.PPR.ER/M;2023-10-21 12:24:20
FP-01-PM3-REL-PPRL-PRAR;PM3.REEL.PRAR/GM;2023-10-21 12:24:21
FP-01-PM3-WET-FDNR-BR01;PM3.FDN.BR/DO/GM;2023-10-21 12:24:22
FP-01-PM3-WET-FDNR-DR01;PM3.FDN.DR/GB/M;2023-10-21 12:24:23
FP-01-PM3-WET-FDNR-SCR1;PM3.FDN.SCR/GB/M;2023-10-21 12:24:25
FP-01-PM3-WET-PRS1-PSRB;PM3.P1.PSR(BT)/GB/M;2023-10-21 12:24:26
FP-01-PM3-WET-PRS1-PSRT;PM3.P1.PSR(TP)/GB/M;2023-10-21 12:24:27
