id;status;funcloc;sort_field;material_number;equipment_description;unique_id;qr_code_link;created_at
EMO001198;Installed;FP-01-SP5-WRS-T021-A004;SP5.T-7.AGT/M;;"AC MOTOR;380V,50Hz,22kW,6P,200,B3";2507;https://www.safesave.info/MIC.php?id=Fajar-MotorList2507;2023-11-21 08:55:39
EMO001203;Installed;FP-01-SP5-WRS-T020-P035;SP5.P-35/M;;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";2508;https://www.safesave.info/MIC.php?id=Fajar-MotorList2508;2023-11-21 08:55:40
EMO001202;Installed;FP-01-SP5-WRS-T019-P029;SP5.P-29/M;;"AC MOTOR;380V,50Hz,90kW,2P,280M,B3";2509;https://www.safesave.info/MIC.php?id=Fajar-MotorList2509;2023-11-21 08:55:41
EMO001201;Installed;FP-01-SP5-WRS-T019-P028;SP5.P-28/M;;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";2510;https://www.safesave.info/MIC.php?id=Fajar-MotorList2510;2023-11-21 08:55:42
EMO003679;Installed;FP-01-SP5-WRS-T018-P127;PM5.P-DV-9/P/M;10021418;"AC MOTOR;380V,50Hz,37kW,4P,225,B3";2511;https://www.safesave.info/MIC.php?id=Fajar-MotorList2511;2023-11-21 08:55:43
EMO001200;Installed;FP-01-SP5-WRS-T018-P027;SP5.P-27/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";2512;https://www.safesave.info/MIC.php?id=Fajar-MotorList2512;2023-11-21 08:55:44
EMO001074;Installed;FP-01-SP5-OCC-PU01-RAGG;SP5.M-3/CRN/M;;MOTOR;2513;https://www.safesave.info/MIC.php?id=Fajar-MotorList2513;2023-11-21 08:55:45
EMO001138;Installed;FP-01-SP5-RJS-TH03;SP5.M-R-3/M;;"AC MOTOR;380V,50Hz,75kW,4P,250MC,B3";2514;https://www.safesave.info/MIC.php?id=Fajar-MotorList2514;2023-11-21 08:55:46
EMO001137;Installed;FP-01-SP5-RJS-SR12;SP5.M-R-2/M;;"AC MOTOR;380V,50Hz,2.2kW,4P,100L,B3";2515;https://www.safesave.info/MIC.php?id=Fajar-MotorList2515;2023-11-21 08:55:47
EMO001605;Installed;FP-01-SP5-OCC-TH01;SP5.M-34/M;10022240;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";2516;https://www.safesave.info/MIC.php?id=Fajar-MotorList2516;2023-11-21 08:55:48
EMO001111;Installed;FP-01-SP5-OCC-TH02;SP5.M-35.SH/M;;"AC MOTOR;380V,50Hz,1.5kW,4P,100M,V1";2517;https://www.safesave.info/MIC.php?id=Fajar-MotorList2517;2023-11-21 08:55:49
EMO001112;Installed;FP-01-SP5-OCC-TH02;SP5.M-35.GB/M;;"AC MOTOR;380V,50Hz,7.5kW,6P,160M,B3";2518;https://www.safesave.info/MIC.php?id=Fajar-MotorList2518;2023-11-21 08:55:50
EMO001107;Installed;FP-01-PM1-COT-IRD1-BL21;PM1.IRD1.FDF1/M;10020888;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";2519;https://www.safesave.info/MIC.php?id=Fajar-MotorList2519;2023-11-21 08:55:51
EMO001108;Installed;FP-01-SP5-OCC-TH01;SP5.M-34.SH/M;;"AC MOTOR;380V,50Hz,1.5kW,6P,100M,V1";2520;https://www.safesave.info/MIC.php?id=Fajar-MotorList2520;2023-11-21 08:55:52
EMO001109;Available;;;10011070;"AC MOTOR;380V,50Hz,7.5kW,6P,160M,B3";2521;https://www.safesave.info/MIC.php?id=Fajar-MotorList2521;2023-11-21 08:55:53
EMO001120;Available;;;10010609;"AC MOTOR;380V,50Hz,200kW,4P,315L,B3";2522;https://www.safesave.info/MIC.php?id=Fajar-MotorList2522;2023-11-21 08:55:54
EMO001122;Installed;FP-01-SP5-OCC-T006-P026;SP5.P-26/M;;"AC MOTOR;380V,50Hz,132kW,4P,315S,B3";2523;https://www.safesave.info/MIC.php?id=Fajar-MotorList2523;2023-11-21 08:55:55
EMO002903;Installed;FP-01-SP5-OCC-T006-A003;SP5.T-5/AGT/M;10010972;"AC MOTOR;380V,50Hz,45kW,6P,250MC,B3";2524;https://www.safesave.info/MIC.php?id=Fajar-MotorList2524;2023-11-21 08:55:56
EMO001118;Installed;FP-01-SP5-OCC-T004-P024;SP5.P-24/M;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";2525;https://www.safesave.info/MIC.php?id=Fajar-MotorList2525;2023-11-21 08:55:57
EMO001119;Installed;FP-01-SP5-OCC-T004-P019;SP5.P-19/M;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";2526;https://www.safesave.info/MIC.php?id=Fajar-MotorList2526;2023-11-21 08:55:58
EMO001105;Available;;;10027649;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";2527;https://www.safesave.info/MIC.php?id=Fajar-MotorList2527;2023-11-21 08:55:59
EMO001102;Installed;FP-01-SP5-OCC-T004-P017;SP5.P-17/M;;"AC MOTOR;3000V,50Hz,250kW,6P,355A,B3";2528;https://www.safesave.info/MIC.php?id=Fajar-MotorList2528;2023-11-21 08:56:00
EMO001100;Installed;FP-01-SP5-OCC-T004-P015;SP5.P-15/M;;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";2529;https://www.safesave.info/MIC.php?id=Fajar-MotorList2529;2023-11-21 08:56:01
EMO003794;Available;;;10027649;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";2530;https://www.safesave.info/MIC.php?id=Fajar-MotorList2530;2023-11-21 08:56:02
EMO000563;Installed;FP-01-SP5-OCC-T004-P013;SP5.P-13/M;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";2531;https://www.safesave.info/MIC.php?id=Fajar-MotorList2531;2023-11-21 08:56:03
EMO001097;Installed;FP-01-SP5-OCC-T004-P012;SP5.P-12/M;10022242;"AC MOTOR;380V,50Hz,110kW,4P,315,B3";2532;https://www.safesave.info/MIC.php?id=Fajar-MotorList2532;2023-11-21 08:56:04
EMO001096;Installed;FP-01-SP5-OCC-T004-P011;SP5.P-11/M;;"AC MOTOR;3000V,50Hz,300kW,6P,400L,B3";2533;https://www.safesave.info/MIC.php?id=Fajar-MotorList2533;2023-11-21 08:56:05
EMO001095;Installed;FP-01-SP5-OCC-T004-P010;SP5.P-10/M;;"AC MOTOR;3000V,50Hz,200kW,4P,315A,B3";2534;https://www.safesave.info/MIC.php?id=Fajar-MotorList2534;2023-11-21 08:56:06
EMO001113;Installed;FP-01-SP5-OCC-T003-P034;SP5.P-34/M;;"AC MOTOR;3000V,50Hz,200kW,4P,315C,B3";2535;https://www.safesave.info/MIC.php?id=Fajar-MotorList2535;2023-11-21 08:56:07
EMO001115;Installed;FP-01-SP5-OCC-T003-P021;SP5.P-21/M;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";2536;https://www.safesave.info/MIC.php?id=Fajar-MotorList2536;2023-11-21 08:56:08
EMO001114;Available;;;10027649;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";2537;https://www.safesave.info/MIC.php?id=Fajar-MotorList2537;2023-11-21 08:56:09
EMO001090;Installed;FP-01-SP5-OCC-T003-P008;SP5.P-8/M;;"MOTOR AC;450KW;108A;6P;3000V;B";2538;https://www.safesave.info/MIC.php?id=Fajar-MotorList2538;2023-11-21 08:56:10
EMO001086;Installed;FP-01-SP5-OCC-T003-P007;SP5.P-7/M;;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";2539;https://www.safesave.info/MIC.php?id=Fajar-MotorList2539;2023-11-21 08:56:11
EMO002695;Installed;FP-01-SP5-OCC-T002-P006;SP5.P-6/M;10010569;"AC MOTOR;3000V,50Hz,250kW,4P,355,B3";2540;https://www.safesave.info/MIC.php?id=Fajar-MotorList2540;2023-11-21 08:56:12
EMO001082;Installed;FP-01-SP5-OCC-T002-A002;SP5.T-2/AGT/M;;"AC MOTOR;380V,50Hz,37kW,6P,250SC,B3";2541;https://www.safesave.info/MIC.php?id=Fajar-MotorList2541;2023-11-21 08:56:13
EMO001080;Installed;FP-01-SP5-OCC-T001-P004;SP5.P-4/M;;"AC MOTOR;3000V,50HZ,350KW,4P,B";2542;https://www.safesave.info/MIC.php?id=Fajar-MotorList2542;2023-11-21 08:56:14
EMO001079;Installed;FP-01-SP5-OCC-T001-A001;SP5.T-1/AGT/M;;"AC MOTOR;380V,50Hz,37kW,6P,250SC,B3";2543;https://www.safesave.info/MIC.php?id=Fajar-MotorList2543;2023-11-21 08:56:15
EMO001106;Installed;FP-01-SP5-OCC-SR09;SP5.M-33/M;10010670;"AC MOTOR;380V,50Hz,75kW,8P,315SC,V";2544;https://www.safesave.info/MIC.php?id=Fajar-MotorList2544;2023-11-21 08:56:16
EMO001104;Installed;FP-01-SP5-OCC-SR08;SP5.M-32/M;;"AC MOTOR;380V,50Hz,130kW,8P,315AC,V";2545;https://www.safesave.info/MIC.php?id=Fajar-MotorList2545;2023-11-21 08:56:17
EMO001103;Installed;FP-01-SP5-OCC-SR07;SP5.M-31/M;;"AC MOTOR;380V,50Hz,160kW,8P,315CC,V";2546;https://www.safesave.info/MIC.php?id=Fajar-MotorList2546;2023-11-21 08:56:18
EMO001089;Installed;FP-01-SP5-OCC-SR06;SP5.M-15/M;;"AC MOTOR;380V,50Hz,132kW,4P,315,B3";2547;https://www.safesave.info/MIC.php?id=Fajar-MotorList2547;2023-11-21 08:56:19
EMO001088;Installed;FP-01-SP5-OCC-SR05;SP5.M-14/M;;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";2548;https://www.safesave.info/MIC.php?id=Fajar-MotorList2548;2023-11-21 08:56:20
EMO001087;Installed;FP-01-SP5-OCC-SR04;SP5.M-13/M;;"AC MOTOR;380V,50Hz,110kW,6P,315MC,V";2549;https://www.safesave.info/MIC.php?id=Fajar-MotorList2549;2023-11-21 08:56:21
EMO001085;Installed;FP-01-SP5-OCC-SR03;SP5.M-12/M;10010670;"AC MOTOR;380V,50Hz,75kW,8P,315SC,V";2550;https://www.safesave.info/MIC.php?id=Fajar-MotorList2550;2023-11-21 08:56:22
EMO001084;Installed;FP-01-SP5-OCC-SR02;SP5.M-11/M;;"AC MOTOR;380V,50Hz,160kW,8P,315CC,V";2551;https://www.safesave.info/MIC.php?id=Fajar-MotorList2551;2023-11-21 08:56:23
MGM000613;Installed;FP-01-SP5-OCC-SC01;SP5.SCREW.M35-M36A/GM;;"GR.MOTOR;30kW,i=?,AEEBKB040040FMA,TECO";2552;https://www.safesave.info/MIC.php?id=Fajar-MotorList2552;2023-11-21 08:56:24
EMO002665;Installed;FP-01-SP5-OCC-PU01-TRSW;SP5.TRASH WELL/P.HYD/M;;"AC MOTOR;380V,50Hz,2.8kW,8P,132,V1";2553;https://www.safesave.info/MIC.php?id=Fajar-MotorList2553;2023-11-21 08:56:25
EMO002666;Installed;FP-01-SP5-OCC-PU01-TRSW;SP5.TRASH WELL/HOIST/M;;"AC MOTOR;380V,50Hz,0.5kW,6P,90 S,V1";2554;https://www.safesave.info/MIC.php?id=Fajar-MotorList2554;2023-11-21 08:56:26
EMO002667;Installed;FP-01-SP5-OCC-PU01-TRSW;SP5.TRASH WELL/TRVL/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";2555;https://www.safesave.info/MIC.php?id=Fajar-MotorList2555;2023-11-21 08:56:27
EMO001075;Installed;FP-01-SP5-OCC-PU01-ROPE;SP5.M-4/M;;"AC MOTOR;380V,50Hz,11kW,4P,160,B3";2556;https://www.safesave.info/MIC.php?id=Fajar-MotorList2556;2023-11-21 08:56:28
EMO001073;Installed;FP-01-SP5-OCC-PU01-RAGG;SP5.M-3/M;;"AC MOTOR;380V,50Hz,3.7kW,4P,112M,V1";2557;https://www.safesave.info/MIC.php?id=Fajar-MotorList2557;2023-11-21 08:56:29
EMO001101;Installed;FP-01-SP5-OCC-T004-P016;SP5.P-16/M;;"AC MOTOR;380V,50Hz,37kW,4P,200,B3";2558;https://www.safesave.info/MIC.php?id=Fajar-MotorList2558;2023-11-21 08:56:30
EMO001076;Installed;FP-01-SP5-OCC-PU01-PALS;SP5.M-5/M;10011119;"AC MOTOR;380V,50HZ,160KW,6P,355M1,B";2559;https://www.safesave.info/MIC.php?id=Fajar-MotorList2559;2023-11-21 08:56:31
EMO002891;Installed;FP-01-SP5-OCC-PU01-PAL2;SP5.M-5.2/M(SP5_M5_1_M);10011119;"AC MOTOR;380V,50HZ,160KW,6P,355M,B3";2560;https://www.safesave.info/MIC.php?id=Fajar-MotorList2560;2023-11-21 08:56:32
EMO002892;Installed;FP-01-SP5-OCC-PU01-P195;SP5.P1.2/M(SP5_P1_1_M);;"AC MOTOR;380V,50Hz,90kW,4P,280S,B3";2561;https://www.safesave.info/MIC.php?id=Fajar-MotorList2561;2023-11-21 08:56:33
EMO001072;Installed;FP-01-SP5-OCC-PU01-P003;SP5.P-3/M;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";2562;https://www.safesave.info/MIC.php?id=Fajar-MotorList2562;2023-11-21 08:56:34
EMO001071;Installed;FP-01-SP5-OCC-PU01-P002;SP5.P-2/M;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";2563;https://www.safesave.info/MIC.php?id=Fajar-MotorList2563;2023-11-21 08:56:35
EMO001077;Installed;FP-01-SP5-OCC-PU01-P001;SP5.P-1/M;;"AC MOTOR;380V,50Hz,110kW,6P,315M,B3";2564;https://www.safesave.info/MIC.php?id=Fajar-MotorList2564;2023-11-21 08:56:36
EMO001069;Installed;FP-01-SP5-OCC-PU01;SP5.M-2/M;10010644;"AC MOTOR;3kV,50Hz,1100kW,6P,560C,B3";2565;https://www.safesave.info/MIC.php?id=Fajar-MotorList2565;2023-11-21 08:56:37
EMO001093;Installed;FP-01-SP5-OCC-FR03;SP5.M-23/M;10020889;"AC MOTOR;380V,50Hz,160kW,8P,315CC,B3";2566;https://www.safesave.info/MIC.php?id=Fajar-MotorList2566;2023-11-21 08:56:38
EMO003590;Available;;;10011104;"AC MOTOR;3000V,50Hz,250kW,8P,450A,V1";2567;https://www.safesave.info/MIC.php?id=Fajar-MotorList2567;2023-11-21 08:56:39
EMO001092;Installed;FP-01-SP5-OCC-FR01;SP5.M-21/M;;"AC MOTOR;380V,50Hz,160kW,8P,315CC,V";2568;https://www.safesave.info/MIC.php?id=Fajar-MotorList2568;2023-11-21 08:56:40
EMO001068;Available;;;10010815;"AC MOTOR;380V,50HZ,30KW,6P,200LC,B3";2569;https://www.safesave.info/MIC.php?id=Fajar-MotorList2569;2023-11-21 08:56:41
EMO003287;Available;;;10010920;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";2570;https://www.safesave.info/MIC.php?id=Fajar-MotorList2570;2023-11-21 08:56:42
EMO001081;Installed;FP-01-SP5-OCC-CL03;SP5.P-5/M;;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";2571;https://www.safesave.info/MIC.php?id=Fajar-MotorList2571;2023-11-21 08:56:43
EMO001135;Installed;FP-01-SP5-BRS-T017-P048;SP5.P-B-12/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";2572;https://www.safesave.info/MIC.php?id=Fajar-MotorList2572;2023-11-21 08:56:44
EMO001134;Installed;FP-01-SP5-BRS-T017-A016;SP5.C-B-3.AGT/M;;"AC MOTOR;380V,50Hz,37kW,6P,250S,B3";2573;https://www.safesave.info/MIC.php?id=Fajar-MotorList2573;2023-11-21 08:56:45
EMO001131;Installed;FP-01-SP5-BRS-T016-P046;SP5.P-B-13/M;10011119;"AC MOTOR;380V,50Hz,160kW,6P,355M,B3";2574;https://www.safesave.info/MIC.php?id=Fajar-MotorList2574;2023-11-21 08:56:46
EMO001129;Installed;FP-01-SP7-OCC-T003-A003;T-3-T/AGT/M;10010972;"AC MOTOR;380V,50Hz,45kW,6P,250MC,B3";2575;https://www.safesave.info/MIC.php?id=Fajar-MotorList2575;2023-11-21 08:56:47
EMO001128;Installed;FP-01-SP5-BRS-T015-P045;SP5.P-B-10/M;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";2576;https://www.safesave.info/MIC.php?id=Fajar-MotorList2576;2023-11-21 08:56:48
EMO001127;Installed;FP-01-SP5-BRS-T015-P044;SP5.P-B-9/M;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";2577;https://www.safesave.info/MIC.php?id=Fajar-MotorList2577;2023-11-21 08:56:49
EMO001126;Installed;FP-01-SP5-BRS-T015-P043;SP5.P-B-8/M;;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";2578;https://www.safesave.info/MIC.php?id=Fajar-MotorList2578;2023-11-21 08:56:50
EMO001123;Installed;FP-01-SP5-BRS-DSP1;SP5.M-B-6/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,V1";2579;https://www.safesave.info/MIC.php?id=Fajar-MotorList2579;2023-11-21 08:56:51
EMO001125;Installed;FP-01-SP5-BRS-BL02;SP5.FAN BLOWER2/M;10010909;"AC MOTOR;380V,50HZ,1.5KW,2P,90S,B3";2580;https://www.safesave.info/MIC.php?id=Fajar-MotorList2580;2023-11-21 08:56:52
EMO001124;Installed;FP-01-SP5-BRS-BL01;SP5.FAN BLOWER1/M;;"AC MOTOR;380V,50Hz,1.5kW,4P,90S,B3";2581;https://www.safesave.info/MIC.php?id=Fajar-MotorList2581;2023-11-21 08:56:53
EMO001195;Installed;FP-01-PM5-WRS-TH04;PM5.M-36/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";2582;https://www.safesave.info/MIC.php?id=Fajar-MotorList2582;2023-11-21 08:56:54
EMO001196;Installed;FP-01-PM5-WRS-TH04;PM5.M-36.SH/M;;"AC MOTOR;380V,50Hz,0.75kW,4P,80L,B3";2583;https://www.safesave.info/MIC.php?id=Fajar-MotorList2583;2023-11-21 08:56:55
EMO001197;Installed;FP-01-PM5-WRS-TH04;PM5.M-36.GB/M;;"AC MOTOR;380V,50Hz,7.5kW,6P,160M,B3";2584;https://www.safesave.info/MIC.php?id=Fajar-MotorList2584;2023-11-21 08:56:56
EMO001136;Installed;FP-01-SP5-RJS-SR11;SP5.M-R-1/M;;"MOTOR ;2;2KW;4P";2585;https://www.safesave.info/MIC.php?id=Fajar-MotorList2585;2023-11-21 08:56:57
EMO002889;Installed;FP-01-PM5-WRS-T113-P193;PM5/7.CWR.P2/M(PM5_PDV13_M);;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";2586;https://www.safesave.info/MIC.php?id=Fajar-MotorList2586;2023-11-21 08:56:58
EMO002888;Installed;FP-01-PM5-WRS-T113-P192;PM5.CWR.P1/M(PM5_PDV12_M);;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";2587;https://www.safesave.info/MIC.php?id=Fajar-MotorList2587;2023-11-21 08:56:59
EMO000862;Available;;;10011065;"AC MOTOR;380V,50Hz,55kW,4P,132S,B3";2588;https://www.safesave.info/MIC.php?id=Fajar-MotorList2588;2023-11-21 08:57:00
EMO002872;Installed;FP-01-PM5-WRS-T111;PM5.CWR.CTW/M2;10011065;"AC MOTOR;380V,50HZ,5.5KW,4P,132S,B";2589;https://www.safesave.info/MIC.php?id=Fajar-MotorList2589;2023-11-21 08:57:01
EMO000346;Installed;FP-01-PM5-WRS-T111;PM5.CWR.CTW/M3;10011065;"AC MOTOR;380V,50Hz,5.5kW,4P,132S,B3";2590;https://www.safesave.info/MIC.php?id=Fajar-MotorList2590;2023-11-21 08:57:02
EMO001207;Installed;FP-01-PM5-WRS-T090-P061;PM5.P-SM-2/M;;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";2591;https://www.safesave.info/MIC.php?id=Fajar-MotorList2591;2023-11-21 08:57:03
EMO001187;Installed;FP-01-PM5-WRS-T032-P076;PM5.P-SH-10/M;;"AC MOTOR;380V,50Hz,3kW,2P,100L,V1";2592;https://www.safesave.info/MIC.php?id=Fajar-MotorList2592;2023-11-21 08:57:04
EMO001186;Installed;FP-01-PM5-WRS-T032-P075;PM5.P-SH-9/M;;"AC MOTOR;380V,50Hz,3kW,2P,100L,V1";2593;https://www.safesave.info/MIC.php?id=Fajar-MotorList2593;2023-11-21 08:57:05
EMO001184;Installed;FP-01-PM5-WRS-T031-P084;PM5.P-SH-8/M;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";2594;https://www.safesave.info/MIC.php?id=Fajar-MotorList2594;2023-11-21 08:57:06
EMO001183;Installed;FP-01-PM5-WRS-T031-P083;PM5.P-SH-7/M;;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";2595;https://www.safesave.info/MIC.php?id=Fajar-MotorList2595;2023-11-21 08:57:07
EMO001185;Installed;FP-01-PM5-WRS-T031-P082;SP5.P-FS-3/M;10010650;"AC MOTOR;380V,50Hz,37kW,2P,200L,B3";2596;https://www.safesave.info/MIC.php?id=Fajar-MotorList2596;2023-11-21 08:57:08
EMO001182;Installed;FP-01-PM5-WRS-T030-P081;PM5.P-SH-6/M;;"AC MOTOR;380V,50Hz,37kW,4P,225M,B3";2597;https://www.safesave.info/MIC.php?id=Fajar-MotorList2597;2023-11-21 08:57:09
EMO001190;Installed;FP-01-PM5-WRS-T029-P079;PM5.P-FM-4/M;10031918;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";2598;https://www.safesave.info/MIC.php?id=Fajar-MotorList2598;2023-11-21 08:57:10
EMO001189;Installed;FP-01-PM5-WRS-T029-P078;PM5.P-FM-3/M;;"AC MOTOR;380V,50Hz,90kW,4P,280M,B3";2599;https://www.safesave.info/MIC.php?id=Fajar-MotorList2599;2023-11-21 08:57:11
EMO001188;Installed;FP-01-PM5-WRS-T029-P077;PM5.P-FM-1/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";2600;https://www.safesave.info/MIC.php?id=Fajar-MotorList2600;2023-11-21 08:57:12
EMO001181;Installed;FP-01-PM5-WRS-T028-P074;PM5.P-SH-5/M;10010672;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";2601;https://www.safesave.info/MIC.php?id=Fajar-MotorList2601;2023-11-21 08:57:13
EMO001180;Installed;FP-01-PM5-WRS-T028-P073;PM5.P-SH-4/M;10023795;"AC MOTOR;380V,50Hz,75kW,2P,280S,B3";2602;https://www.safesave.info/MIC.php?id=Fajar-MotorList2602;2023-11-21 08:57:14
EMO001179;Installed;FP-01-PM5-WRS-T028-P072;PM5.P-SH-3/M;;"AC MOTOR;380V,50Hz,110kW,2P,315S,B3";2603;https://www.safesave.info/MIC.php?id=Fajar-MotorList2603;2023-11-21 08:57:15
EMO001178;Installed;FP-01-PM5-WRS-T028-P071;PM5.P-SH-2A/M;;"AC MOTOR;380V,50Hz,90kW,2P,280M,B3";2604;https://www.safesave.info/MIC.php?id=Fajar-MotorList2604;2023-11-21 08:57:16
EMO001177;Installed;FP-01-PM5-WRS-T028-P070;PM5.P-SH-2/M;10023795;"AC MOTOR;380V,50Hz,75kW,2P,280S,B3";2605;https://www.safesave.info/MIC.php?id=Fajar-MotorList2605;2023-11-21 08:57:17
EMO001176;Installed;FP-01-PM5-WRS-T027-P069;PM5.P-SH-1/M;;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";2606;https://www.safesave.info/MIC.php?id=Fajar-MotorList2606;2023-11-21 08:57:18
EMO001206;Installed;FP-01-PM5-WRS-T026-P060;PM5.P-SM-1/M;;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";2607;https://www.safesave.info/MIC.php?id=Fajar-MotorList2607;2023-11-21 08:57:19
EMO001175;Installed;FP-01-PM5-WRS-T023-P050;PM5.APP.P-BW-4/M;10022242;"AC MOTOR;380V,50Hz,110kW,4P,315S,B3";2608;https://www.safesave.info/MIC.php?id=Fajar-MotorList2608;2023-11-21 08:57:20
EMO001174;Installed;FP-01-PM5-WRS-T023-P049;PM5.APP.P-BW-3/M;10022242;"AC MOTOR;380V,50Hz,110kW,4P,315S,B3";2609;https://www.safesave.info/MIC.php?id=Fajar-MotorList2609;2023-11-21 08:57:21
EMO002897;Available;;;10011118;"AC MOTOR;380V,50Hz,75kW,8P,315M,B3";2610;https://www.safesave.info/MIC.php?id=Fajar-MotorList2610;2023-11-21 08:57:22
EMO001173;Installed;FP-01-PM5-WRS-T022-P052;PM5.APP.P-BW-2/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";2611;https://www.safesave.info/MIC.php?id=Fajar-MotorList2611;2023-11-21 08:57:23
EMO001172;Installed;FP-01-PM5-WRS-T022-P051;PM5.APP.P-BW-1/M;10022242;"AC MOTOR;380V,50Hz,110kW,4P,315S,B3";2612;https://www.safesave.info/MIC.php?id=Fajar-MotorList2612;2023-11-21 08:57:24
EMO001193;Installed;FP-01-PM5-WRS-FU06;PM5.M-SF-2.GB/M;;"AC MOTOR;380V,50Hz,11kW,4P,160M,V1";2613;https://www.safesave.info/MIC.php?id=Fajar-MotorList2613;2023-11-21 08:57:25
EMO001192;Installed;FP-01-PM5-WRS-FU05;PM5.M-SF-1.GB/M;;"AC MOTOR;380V,50Hz,11kW,4P,160M,V1";2614;https://www.safesave.info/MIC.php?id=Fajar-MotorList2614;2023-11-21 08:57:26
EMO001194;Installed;FP-01-PM5-WRS-FU03-P085;PM5.P-SH-11/M;;"AC MOTOR;380V,50Hz,4kW,6P,132M,B3";2615;https://www.safesave.info/MIC.php?id=Fajar-MotorList2615;2023-11-21 08:57:27
EMO001223;Installed;FP-01-PM5-VAS-VP11;PM5.VP11.GB/M;;"AC MOTOR;3000V,50Hz,400kW,4P,450AC,B";2616;https://www.safesave.info/MIC.php?id=Fajar-MotorList2616;2023-11-21 08:57:28
EMO001222;Installed;FP-01-PM5-VAS-VP10;PM5.VP10.GB/M;;"AC MOTOR;3kV,50Hz,400kW,4P,450AC,B3";2617;https://www.safesave.info/MIC.php?id=Fajar-MotorList2617;2023-11-21 08:57:29
EMO003087;Installed;FP-01-PM5-VAS-VP08;PM5.VP08.GB/M;10010710;"AC MOTOR;3000V,50Hz,400kW,4P,450AC";2618;https://www.safesave.info/MIC.php?id=Fajar-MotorList2618;2023-11-21 08:57:30
EMO001219;Installed;FP-01-PM5-VAS-VP07;PM5.VP07.GB/M;;"AC MOTOR;3kV,50Hz,400kW,4P,450AC,B3";2619;https://www.safesave.info/MIC.php?id=Fajar-MotorList2619;2023-11-21 08:57:32
EMO001218;Installed;FP-01-PM5-VAS-VP06;PM5.VP06.GB/M;;"AC MOTOR;3kV,50Hz,400kW,4P,450AC,B3";2620;https://www.safesave.info/MIC.php?id=Fajar-MotorList2620;2023-11-21 08:57:33
EMO001217;Installed;FP-01-PM5-VAS-VP05;PM5.VP05.GB/M;;"AC MOTOR;3000V,50Hz,400kW,4P,450AC,B3";2621;https://www.safesave.info/MIC.php?id=Fajar-MotorList2621;2023-11-21 08:57:34
EMO001216;Installed;FP-01-PM5-VAS-VP04;PM5.VP04.GB/M;;"AC MOTOR;3kV,50Hz,400kW,4P,450AC,B3";2622;https://www.safesave.info/MIC.php?id=Fajar-MotorList2622;2023-11-21 08:57:35
EMO001215;Installed;FP-01-PM5-VAS-VP03;PM5.VP03.GB/M;;"AC MOTOR;3kV,50Hz,400kW,4P,450AC,B3";2623;https://www.safesave.info/MIC.php?id=Fajar-MotorList2623;2023-11-21 08:57:36
EMO001214;Installed;FP-01-PM5-VAS-VP02;PM5.VP02.GB/M;;"AC MOTOR;3kV,50Hz,400kW,4P,450AC,B3";2624;https://www.safesave.info/MIC.php?id=Fajar-MotorList2624;2023-11-21 08:57:37
EMO001213;Installed;FP-01-PM5-VAS-VP01;PM5.VP01.GB/M;10011050;"AC MOTOR;380V,50Hz,110kW,6P,315MC,B3";2625;https://www.safesave.info/MIC.php?id=Fajar-MotorList2625;2023-11-21 08:57:38
