id;status;sort_field;funcloc;material_number;equipment_description;unique_id;qr_code_link;created_at
EMO005092;Installed;SP2_DP_MD01/M;FP-01-SP2-OCC-DP01-MD01;10035583;"AC MOTOR;3000V,50Hz,900kW,4P,400L,B3";1009;https://www.safesave.info/MIC.php?id=Fajar-MotorList1009;2023-11-21 08:43:09
EMO005101;Installed;SP2.LRC1/HD10/HYD_COMPACTOR/M;FP-01-SP2-OCC-DP01-LRC1-HD10;;"AC MOTOR;380V,50Hz,1.5kW,4P,90L,V1";1010;https://www.safesave.info/MIC.php?id=Fajar-MotorList1010;2023-11-21 08:43:10
EMO005100;Installed;SP2.DP1.LRC1/COMPACTOR/M;FP-01-SP2-OCC-DP01-LRC1;10035729;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";1011;https://www.safesave.info/MIC.php?id=Fajar-MotorList1011;2023-11-21 08:43:11
MGM000944;Installed;SP2.DP.CN16/RJC3/GM;FP-01-SP2-OCC-DP01-CN16;10034854;"GR.MOTOR;22kW,i=57.63,D169-LES180ZLJ4E,F";1012;https://www.safesave.info/MIC.php?id=Fajar-MotorList1012;2023-11-21 08:43:12
MGM000947;Installed;SP2.DP.CN15/RJC2/GM;FP-01-SP2-OCC-DP01-CN15;10034854;"GR.MOTOR;22kW,i=57.63,D169-LES180ZLJ4E,F";1013;https://www.safesave.info/MIC.php?id=Fajar-MotorList1013;2023-11-21 08:43:13
MGM000949;Installed;SP2.DP.CN14/RJC1/GM;FP-01-SP2-OCC-DP01-CN14;10034853;"GR.MOTOR;11kW,i=56.64,Z149-LE160MF4E,FLE";1014;https://www.safesave.info/MIC.php?id=Fajar-MotorList1014;2023-11-21 08:43:14
MGB001042;Installed;SP2.DP.CN13/BALE_FC2/GB;FP-01-SP2-OCC-DP01-CN13;;"GR.BOX;i=199.022,B4 DH 09 B,FLENDER";1015;https://www.safesave.info/MIC.php?id=Fajar-MotorList1015;2023-11-21 08:43:15
EMO004379;Installed;SP2.DP.CN12/BALE_FC1/M(BLW);FP-01-SP2-OCC-DP01-CN12;;"AC MOTOR;380V,50Hz,0.08kW,4P";1016;https://www.safesave.info/MIC.php?id=Fajar-MotorList1016;2023-11-21 08:43:16
MGB001041;Installed;SP2.DP.CN12/BALE_FC1/GB;FP-01-SP2-OCC-DP01-CN12;;"GR.BOX;i=201.26,B4 DH 08 B,FLENDER";1017;https://www.safesave.info/MIC.php?id=Fajar-MotorList1017;2023-11-21 08:43:17
EMO005095;Installed;SP2.4102R3/AGT/M;FP-01-SP2-OCC-DP01-AP12;;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";1018;https://www.safesave.info/MIC.php?id=Fajar-MotorList1018;2023-11-21 08:43:18
EMO005094;Installed;SP2.4102R2/AGT/M;FP-01-SP2-OCC-DP01-AP11;;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";1019;https://www.safesave.info/MIC.php?id=Fajar-MotorList1019;2023-11-21 08:43:19
EMO000964;Installed;SP2.OC.THK2(LF)/M;FP-01-SP2-OCC-TH03;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1020;https://www.safesave.info/MIC.php?id=Fajar-MotorList1020;2023-11-21 08:43:20
EMO003565;Installed;SP2.OCC.TH03.LUB(GB)/M;FP-01-SP2-OCC-TH03;10011046;"AC MOTOR;380V,50Hz,1.1kW,4P,90L,B3";1021;https://www.safesave.info/MIC.php?id=Fajar-MotorList1021;2023-11-21 08:43:21
MGM000416;Installed;SP2.OC.THK(LF2)(SCREW)/GM;FP-01-SP2-OCC-TH03;;GEARMOTOR,4KW,8.9A,4P,380V,V;1022;https://www.safesave.info/MIC.php?id=Fajar-MotorList1022;2023-11-21 08:43:22
MGM000125;Installed;SP2.OC.THK2(LF)/SW/GM;FP-01-SP2-OCC-TH03;;"GR.MOTOR;7.4KW,USUA 109,ASEA";1023;https://www.safesave.info/MIC.php?id=Fajar-MotorList1023;2023-11-21 08:43:23
EMO004276;Installed;SP2.OC.THK1(LF)/BLW2/M;FP-01-SP2-OCC-TH01-BL02;10010910;"AC MOTOR;380V,50Hz,1.5kW,2P,90L,B3";1024;https://www.safesave.info/MIC.php?id=Fajar-MotorList1024;2023-11-21 08:43:24
EMO002922;Installed;SP2.OC.THK1(LF)/BLW1/M;FP-01-SP2-OCC-TH01-BL01;10010627;"AC MOTOR;380V,50Hz,1.5kW,2P,90S,B3";1025;https://www.safesave.info/MIC.php?id=Fajar-MotorList1025;2023-11-21 08:43:25
EMO002181;Installed;SP2.OC.THK1(LF)/GB/M;FP-01-SP2-OCC-TH01;;"AC MOTOR;380V,50Hz,11kW,4P,160MB,V";1026;https://www.safesave.info/MIC.php?id=Fajar-MotorList1026;2023-11-21 08:43:26
EMO000548;Available;SP2.OC.C1A/P1/M;;10010615;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";1028;https://www.safesave.info/MIC.php?id=Fajar-MotorList1028;2023-11-21 08:43:27
EMO000425;Installed;SP2.OC.VS1/P1/M;FP-01-SP2-OCC-T016-VP01;10010923;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";1029;https://www.safesave.info/MIC.php?id=Fajar-MotorList1029;2023-11-21 08:43:28
EMO003672;Installed;WW1.DAF.T(SCP2)/P2/M;FP-01-WW1-DAF-P201;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1030;https://www.safesave.info/MIC.php?id=Fajar-MotorList1030;2023-11-21 08:43:29
EMO003119;Available;SP2.OC.C4/AGT2/M;;10010764;"AC MOTOR;380V,50Hz,50kW,6P,250";1031;https://www.safesave.info/MIC.php?id=Fajar-MotorList1031;2023-11-21 08:43:30
EMO002173;Installed;SP2.OC.C4/AGT1/M;FP-01-SP2-OCC-T014-A006;10010850;"AC MOTOR;380V,50Hz,55kW,6P,280M,B3";1032;https://www.safesave.info/MIC.php?id=Fajar-MotorList1032;2023-11-21 08:43:31
EMO002171;Installed;SP2.OC.C8/AGT/M;FP-01-SP2-OCC-T013-A005;;"AC MOTOR;380V,50Hz,30kW,6P,225MC,B";1033;https://www.safesave.info/MIC.php?id=Fajar-MotorList1033;2023-11-21 08:43:32
EMO002170;Installed;SP2.ND.C9/P1/M;FP-01-SP2-NDL-T034-P050;10011044;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1034;https://www.safesave.info/MIC.php?id=Fajar-MotorList1034;2023-11-21 08:43:33
EMO002168;Installed;SP2.ND.C6/P1/M;FP-01-SP2-NDL-T030-P045;10011059;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";1035;https://www.safesave.info/MIC.php?id=Fajar-MotorList1035;2023-11-21 08:43:34
EMO002112;Available;SP2.OC.C2/P1/M;;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225S,B3";1036;https://www.safesave.info/MIC.php?id=Fajar-MotorList1036;2023-11-21 08:43:35
EMO000069;Installed;SP2.OC.T3/P1/M;FP-01-SP2-OCC-T008-P015;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";1037;https://www.safesave.info/MIC.php?id=Fajar-MotorList1037;2023-11-21 08:43:36
EMO000028;Installed;SP2.OC.C5/P1/M;FP-01-SP2-OCC-T003-P006;10010927;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";1038;https://www.safesave.info/MIC.php?id=Fajar-MotorList1038;2023-11-21 08:43:37
EMO002162;Available;SP2.OC.T6/P1/M;;10010907;"AC MOTOR;380V,50Hz,200kW,4P,315M,B3";1039;https://www.safesave.info/MIC.php?id=Fajar-MotorList1039;2023-11-21 08:43:38
EMO002161;Available;SP2.OC.T6/P2/M;;10020525;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";1040;https://www.safesave.info/MIC.php?id=Fajar-MotorList1040;2023-11-21 08:43:39
EMO004982;Installed;SP1.CL.C17/P1/M;FP-01-SP1-CLD-T084-P113;10010560;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";1041;https://www.safesave.info/MIC.php?id=Fajar-MotorList1041;2023-11-21 08:43:40
EMO002159;Installed;SP2.ND.C3A/P1/M;FP-01-SP2-NDL-T027-P040;10010907;"AC MOTOR;380V,50Hz,200kW,4P,315M,B3";1042;https://www.safesave.info/MIC.php?id=Fajar-MotorList1042;2023-11-21 08:43:41
EMO003145;Available;SP2.OC.C6/P1/M;;10010559;"AC MOTOR;380V,50Hz,200kW,4P,315L,B3";1043;https://www.safesave.info/MIC.php?id=Fajar-MotorList1043;2023-11-21 08:43:42
EMO002156;Installed;SP2.ND.C3/AGT/GB/M;FP-01-SP2-NDL-T005-A003;;"AC MOTOR;380V,50Hz,22kW,4P,180LC,B";1044;https://www.safesave.info/MIC.php?id=Fajar-MotorList1044;2023-11-21 08:43:43
EMO002927;Available;SP2.OC.T7/P1/M;;10011063;"AC MOTOR;380V,50Hz,45kW,4P,200L,B";1045;https://www.safesave.info/MIC.php?id=Fajar-MotorList1045;2023-11-21 08:43:44
EMO002153;Installed;WW2.A/O.CLA1/P2(PO 401 B)/M;FP-01-WW2-SCD-P121;10020925;"AC MOTOR;380V,50Hz,30kW,6P,225MC,V5";1046;https://www.safesave.info/MIC.php?id=Fajar-MotorList1046;2023-11-21 08:43:45
EMO003871;Available;SP2.OC.T1/P1/M;;10028745;"AC MOTOR;380V,50Hz,30kW,4P,200M,B3";1047;https://www.safesave.info/MIC.php?id=Fajar-MotorList1047;2023-11-21 08:43:46
EMO002163;Installed;SP2.OC.C1/P2/M;FP-01-SP2-OCC-T001-P004;10010927;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";1048;https://www.safesave.info/MIC.php?id=Fajar-MotorList1048;2023-11-21 08:43:47
EMO000708;Installed;SP2.OC.C1/P1/M;FP-01-SP2-OCC-T001-P003;10010624;"AC MOTOR;380V,50Hz,90kW,4P,280S,B3";1049;https://www.safesave.info/MIC.php?id=Fajar-MotorList1049;2023-11-21 08:43:48
EMO002917;Installed;SP2.OC.RJ-SR/M;FP-01-SP2-OCC-SR22;10011050;"AC MOTOR;380V,50Hz,110kW,6P,315M,B3";1050;https://www.safesave.info/MIC.php?id=Fajar-MotorList1050;2023-11-21 08:43:49
EMO003636;Installed;SP2.OCC.PS(F)FL/M;FP-01-SP2-OCC-SR21;10027434;"AC MOTOR;380V,50Hz,55kW,6P,280,V5";1051;https://www.safesave.info/MIC.php?id=Fajar-MotorList1051;2023-11-21 08:43:50
EMO004264;Installed;SP2.OC.PS(F)2/M;FP-01-SP2-OCC-SR06;10027435;"AC MOTOR;380V,50Hz,55kW,8P,315S,B3";1052;https://www.safesave.info/MIC.php?id=Fajar-MotorList1052;2023-11-21 08:43:51
EMO002652;Installed;SP2.OC.PS(F)1/M;FP-01-SP2-OCC-SR05;10011050;"AC MOTOR;380V,50Hz,110kW,6P,315L,B3";1053;https://www.safesave.info/MIC.php?id=Fajar-MotorList1053;2023-11-21 08:43:52
EMO002145;Installed;SP2.OC.FRAC/M;FP-01-SP2-OCC-SR04;;"AC MOTOR;380V,50Hz,150kW,8P,315A,B/V";1054;https://www.safesave.info/MIC.php?id=Fajar-MotorList1054;2023-11-21 08:43:53
EMO003791;Installed;SP2.OC.ADS3/M;FP-01-SP2-OCC-SR03;10011120;"AC MOTOR;380V,50Hz,90kW,8P,315L,B3";1055;https://www.safesave.info/MIC.php?id=Fajar-MotorList1055;2023-11-21 08:43:54
EMO003790;Installed;SP2.OC.ADS2/M;FP-01-SP2-OCC-SR02;10011120;"AC MOTOR;380V,50Hz,90kW,8P,315L,B3";1056;https://www.safesave.info/MIC.php?id=Fajar-MotorList1056;2023-11-21 08:43:55
EMO004261;Installed;SP2.OC.ADS1/M;FP-01-SP2-OCC-SR01;10029311;"AC MOTOR;380V,50Hz,132kW,8P,355,B3";1057;https://www.safesave.info/MIC.php?id=Fajar-MotorList1057;2023-11-21 08:43:56
EMO002137;Installed;PM7.P.V FAN7/M;FP-01-PM7-HOO-BL31;10010665;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";1058;https://www.safesave.info/MIC.php?id=Fajar-MotorList1058;2023-11-21 08:43:57
EMO003793;Available;;;10027246;"AC MOTOR;380V,50Hz,4kW,4P,112M,B5";1059;https://www.safesave.info/MIC.php?id=Fajar-MotorList1059;2023-11-21 08:43:58
EMO001424;Installed;SP2.OC.PUL1/P3/M;FP-01-SP2-OCC-PU01-P136;10022162;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";1060;https://www.safesave.info/MIC.php?id=Fajar-MotorList1060;2023-11-21 08:43:59
EMO001741;Installed;SP2.PUL1/P2/M;FP-01-SP2-OCC-PU01-P002;10011044;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1061;https://www.safesave.info/MIC.php?id=Fajar-MotorList1061;2023-11-21 08:44:00
EMO002134;Installed;SP2.PUL1/P1/M;FP-01-SP2-OCC-PU01-P001;;"AC MOTOR;380V,50Hz,45kW,6P,280S,B3";1062;https://www.safesave.info/MIC.php?id=Fajar-MotorList1062;2023-11-21 08:44:01
EMO003792;Installed;SP2.PUL1/GB/OU/P/M;FP-01-SP2-OCC-PU01-OU01;10027630;"AC MOTOR;380V,50Hz,2.2kW,6P,112M,B3";1063;https://www.safesave.info/MIC.php?id=Fajar-MotorList1063;2023-11-21 08:44:02
EMO003747;Installed;SP2.PUL1.DRS 1/M;FP-01-SP2-OCC-PU01-DRSR;10010718;"AC MOTOR;380V,50Hz,7.5kW,4P,132M";1064;https://www.safesave.info/MIC.php?id=Fajar-MotorList1064;2023-11-21 08:44:03
EMO003748;Installed;SP2.PUL1.DRS 2/M;FP-01-SP2-OCC-PU01-DRSR;10010718;"AC MOTOR;380V,50Hz,7.5kW,4P,132M";1065;https://www.safesave.info/MIC.php?id=Fajar-MotorList1065;2023-11-21 08:44:04
MGM000405;Installed;SP2.PUL1/DRS/SW(O)/GM;FP-01-SP2-OCC-PU01-DRSR-SW01;;"GR.MOTOR;?kW,i=?,?,CYCLO";1066;https://www.safesave.info/MIC.php?id=Fajar-MotorList1066;2023-11-21 08:44:05
EMO003851;Installed;SP2.OCC.PU01.CRN6/RGR;FP-01-SP2-OCC-PU01-CRN6;;"AC MOTOR;380V,50Hz,0.30kW,4P";1067;https://www.safesave.info/MIC.php?id=Fajar-MotorList1067;2023-11-21 08:44:06
EMO003789;Installed;SP2.PUL1/GB/M;FP-01-SP2-OCC-PU01;10011066;"AC MOTOR;3kV,50Hz,600kW,6P,450C,B3";1068;https://www.safesave.info/MIC.php?id=Fajar-MotorList1068;2023-11-21 08:44:08
EMO004943;Installed;SP1.MW.PU2.PAL1/P1/M;FP-01-SP1-MXW-PU02-P406;10010818;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";1069;https://www.safesave.info/MIC.php?id=Fajar-MotorList1069;2023-11-21 08:44:09
EMO004265;Installed;SP1.MW/PL-SORTER1/M;FP-01-SP1-MXW-PU02-PAL1;;"AC MOTOR;380V,50Hz,75kW,6P,315S,B3";1070;https://www.safesave.info/MIC.php?id=Fajar-MotorList1070;2023-11-21 08:44:10
EMO002131;Installed;SP2.CON1/GB/M;FP-01-SP2-OCC-CN01;;"AC MOTOR;380V,50Hz,11kW,4P,160,B";1071;https://www.safesave.info/MIC.php?id=Fajar-MotorList1071;2023-11-21 08:44:11
EMO002182;Installed;SP2.ND.THK(LF)2/GB/M;FP-01-SP2-NDL-TH05;10020815;"AC MOTOR;380V,50Hz,7.5kW,4P,132S,V1";1072;https://www.safesave.info/MIC.php?id=Fajar-MotorList1072;2023-11-21 08:44:12
MGM000120;Installed;SP2.ND.THK(SF)1/SW/GM;FP-01-SP2-NDL-TH06;;GEARMOTOR;1073;https://www.safesave.info/MIC.php?id=Fajar-MotorList1073;2023-11-21 08:44:13
EMO001752;Installed;SP1.CL.THK3/GB/M;FP-01-SP1-CLD-TH20;10010929;"AC MOTOR;380V,50Hz,7.5kW,4P,132S,V1";1074;https://www.safesave.info/MIC.php?id=Fajar-MotorList1074;2023-11-21 08:44:14
MGM000356;Installed;SP2.ND.THK(LF)2/SW/GM;FP-01-SP2-NDL-TH05;10011034;"GR.MOTOR;0.75KW";1075;https://www.safesave.info/MIC.php?id=Fajar-MotorList1075;2023-11-21 08:44:15
EMO000428;Installed;FN1.HYD.T360-P383/M;FP-01-FN1-HYD-T360-P383;10010719;"AC MOTOR;380V,50Hz,7.5KW,4P,132M,V1";1076;https://www.safesave.info/MIC.php?id=Fajar-MotorList1076;2023-11-21 08:44:16
EMO003065;Installed;SP2.ND.THK(LF)1/SW/GM;FP-01-SP2-NDL-TH04;10011034;"AC MOTOR;380V,50Hz,0.38kW,4P,71M";1077;https://www.safesave.info/MIC.php?id=Fajar-MotorList1077;2023-11-21 08:44:17
EMO000813;Installed;SP2.ND.C1B/P1/M;FP-01-SP2-NDL-T036-P058;10010920;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";1078;https://www.safesave.info/MIC.php?id=Fajar-MotorList1078;2023-11-21 08:44:18
EMO003107;Installed;SP2.ND.C1B/AGT/M;FP-01-SP2-NDL-T036-A008;;"AC MOTOR;380V,50Hz,11kW,6P,160,B";1079;https://www.safesave.info/MIC.php?id=Fajar-MotorList1079;2023-11-21 08:44:19
EMO000753;Available;SP2.ND.C9/P1/M;;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1080;https://www.safesave.info/MIC.php?id=Fajar-MotorList1080;2023-11-21 08:44:20
EMO000943;Installed;SP1.PUL6/P1/M;FP-01-SP1-OCC-PU06-P073;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1081;https://www.safesave.info/MIC.php?id=Fajar-MotorList1081;2023-11-21 08:44:21
EMO002115;Installed;SP2.ND.C8/AGT/M;FP-01-SP2-NDL-T033-A016;;"AC MOTOR;380V,50Hz,55kW,6P,280S,B";1082;https://www.safesave.info/MIC.php?id=Fajar-MotorList1082;2023-11-21 08:44:22
EMO000483;Installed;SP2.ND.C7/P2/M;FP-01-SP2-NDL-T032-P048;10010920;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";1083;https://www.safesave.info/MIC.php?id=Fajar-MotorList1083;2023-11-21 08:44:23
EMO000422;Installed;SP2.ND.C7/AGT/M;FP-01-SP2-NDL-T032-A015;10020927;"AC MOTOR;380V,50Hz,22kW,6P,200,B3";1084;https://www.safesave.info/MIC.php?id=Fajar-MotorList1084;2023-11-21 08:44:24
EMO002110;Available;SP2.ND.C6/P2/M;;10010803;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";1085;https://www.safesave.info/MIC.php?id=Fajar-MotorList1085;2023-11-21 08:44:25
EMO002018;Available;SP2.ND.C6/P1/M;;10011059;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";1086;https://www.safesave.info/MIC.php?id=Fajar-MotorList1086;2023-11-21 08:44:26
EMO001993;Installed;SP2.OC.C4/P1/M;FP-01-SP2-OCC-T014-P022;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225S,B3";1087;https://www.safesave.info/MIC.php?id=Fajar-MotorList1087;2023-11-21 08:44:27
EMO000572;Installed;SP2.ND.C4/AGT1/M;FP-01-SP2-NDL-T029-A012;10020927;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";1089;https://www.safesave.info/MIC.php?id=Fajar-MotorList1089;2023-11-21 08:44:28
EMO000539;Installed;SP1.MW.T5A/P1/M;FP-01-SP2-NDL-T028-P042;10010895;"AC MOTOR;380V,50Hz,30KW,4P,200M,B3";1091;https://www.safesave.info/MIC.php?id=Fajar-MotorList1091;2023-11-21 08:44:29
EMO003665;Installed;SP2.ND.C3/P3/M;FP-01-SP2-NDL-T026-P039;10010665;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";1092;https://www.safesave.info/MIC.php?id=Fajar-MotorList1092;2023-11-21 08:44:30
EMO002175;Installed;SP2.OC.C2/P1/M;FP-01-SP2-OCC-T011-P018;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1093;https://www.safesave.info/MIC.php?id=Fajar-MotorList1093;2023-11-21 08:44:31
EMO002096;Available;SP1.ON.THK1/VP1/M;;10011044;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";1094;https://www.safesave.info/MIC.php?id=Fajar-MotorList1094;2023-11-21 08:44:32
EMO000374;Available;PM2.BR.C1/P1/M;;10020913;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";1095;https://www.safesave.info/MIC.php?id=Fajar-MotorList1095;2023-11-21 08:44:33
EMO002006;Installed;SP2.OC.C1/AGT/GB/M;FP-01-SP2-OCC-T019-A010;10020913;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";1098;https://www.safesave.info/MIC.php?id=Fajar-MotorList1098;2023-11-21 08:44:34
EMO003637;Installed;SP2.ND.PS(F)2/M;FP-01-SP2-NDL-SR13;10027435;"AC MOTOR;380V,50Hz,55kW,8P,315,B3";1099;https://www.safesave.info/MIC.php?id=Fajar-MotorList1099;2023-11-21 08:44:35
EMO000664;Installed;SP2.ND.PS(F)1/M;FP-01-SP2-NDL-SR12;10010623;"AC MOTOR;380V,50Hz,75kW,4P,280";1100;https://www.safesave.info/MIC.php?id=Fajar-MotorList1100;2023-11-21 08:44:36
EMO003898;Installed;SP2.ND.SR11/M;FP-01-SP2-NDL-SR11;10031810;"AC MOTOR;380V,50Hz,160kW,8P,355SM,B3";1101;https://www.safesave.info/MIC.php?id=Fajar-MotorList1101;2023-11-21 08:44:37
MGM000697;Installed;PM2.G1.DYC3/DR/GM;FP-01-PM2-DRY-GRP1-DC03;10008608;"GR.MOTOR;0.40KW,i=200,GLS-32,TUNG LEE";1102;https://www.safesave.info/MIC.php?id=Fajar-MotorList1102;2023-11-21 08:44:38
EMO003633;Installed;SP2.ND.PS(C)1/M;FP-01-SP2-NDL-SR08;10011118;"AC MOTOR;380V,50Hz,75kW,8P,315M,B3";1103;https://www.safesave.info/MIC.php?id=Fajar-MotorList1103;2023-11-21 08:44:39
EMO001220;Installed;SP2.NDL.RF03/JILHA/M;FP-01-SP2-NDL-RF03;10026497;"AC MOTOR;380V,50Hz,500kW,4P,450A,B3";1104;https://www.safesave.info/MIC.php?id=Fajar-MotorList1104;2023-11-21 08:44:40
EMO002078;Installed;SP2.ND.CNR1/GB/M;FP-01-SP2-NDL-RF02;;"AC MOTOR;3kV,50Hz,400kW,4P,450AB,B3";1105;https://www.safesave.info/MIC.php?id=Fajar-MotorList1105;2023-11-21 08:44:41
EMO003610;Installed;SP2.ND.RF02(KN)/M;FP-01-SP2-NDL-RF02;10038957;"AC MOTOR;380V,50Hz,0.1kW,2P";1106;https://www.safesave.info/MIC.php?id=Fajar-MotorList1106;2023-11-21 08:44:42
EMO003808;Installed;SP2-NDL-RF02/P(OL)/M;FP-01-SP2-NDL-RF02;;"AC MOTOR;380V,50Hz,0.75kW,4P,90L,B3";1107;https://www.safesave.info/MIC.php?id=Fajar-MotorList1107;2023-11-21 08:44:43
EMO000385;Installed;SP2.ND.DDR1/M;FP-01-SP2-NDL-RF01;;"AC MOTOR;3kV,50Hz,500kW,4P,450A,B3";1108;https://www.safesave.info/MIC.php?id=Fajar-MotorList1108;2023-11-21 08:44:44
EMO002124;Installed;SP2.ND.RF1/T(HYD)/P1/M;FP-01-SP2-HYD-T144-P252;10020632;"AC MOTOR;380V,50Hz,0.75kW,4P,80B,V1";1109;https://www.safesave.info/MIC.php?id=Fajar-MotorList1109;2023-11-21 08:44:45
EMO002127;Installed;SP2.LUB.RF1/T(LUB)/P2/M;FP-01-SP2-LUB-T040-P053;10010956;"AC MOTOR;380V,50Hz,0.55kW,6P,80M,B5";1110;https://www.safesave.info/MIC.php?id=Fajar-MotorList1110;2023-11-21 08:44:46
EMO000478;Available;SP1.PUL5/P1/M;;10026377;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";1112;https://www.safesave.info/MIC.php?id=Fajar-MotorList1112;2023-11-21 08:44:47
EMO002073;Installed;SP1.PUL5/HYP/M;FP-01-SP1-CPO-PU05-HYPG;;"AC MOTOR;380V,50Hz,55kW,6P,280S,B3";1113;https://www.safesave.info/MIC.php?id=Fajar-MotorList1113;2023-11-21 08:44:48
EMO002132;Installed;SP1.PUL4.DRS/M;FP-01-SP1-ONP-PU04-DRSR;10010718;"AC MOTOR;380V,50Hz,7.5kW,4P,132M";1114;https://www.safesave.info/MIC.php?id=Fajar-MotorList1114;2023-11-21 08:44:49
EMO003020;Installed;SP1.CPO.PUL5/GB/M;FP-01-SP1-CPO-PU05;10010858;"AC MOTOR;380V,50Hz,160kW,6P,355S,B3";1115;https://www.safesave.info/MIC.php?id=Fajar-MotorList1115;2023-11-21 08:44:50
EMO003401;Installed;SP1.PUL2/RAG/M;FP-01-SP1-MXW-PU02-RAGG;;"AC MOTOR;380V,50Hz,0.75kW,6P,90L,B3";1116;https://www.safesave.info/MIC.php?id=Fajar-MotorList1116;2023-11-21 08:44:51
EMO002071;Installed;SP1.MW/PL-SORTER2/M;FP-01-SP1-MXW-PU02-PAL2;;"AC MOTOR;380V,50Hz,132kW,6P,315L,B3";1117;https://www.safesave.info/MIC.php?id=Fajar-MotorList1117;2023-11-21 08:44:52
EMO000066;Installed;SP1.MW.PU2.PAL2/P1/M;FP-01-SP1-MXW-PU02-P404;10010665;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";1118;https://www.safesave.info/MIC.php?id=Fajar-MotorList1118;2023-11-21 08:44:53
EMO003199;Installed;SP1.PUL2/P1/M;FP-01-SP1-MXW-PU02-P402;10010684;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";1119;https://www.safesave.info/MIC.php?id=Fajar-MotorList1119;2023-11-21 08:44:54
EMO003563;Available;SP1.PUL2/GB/P(LUB)/M;;10011047;"AC MOTOR;380V,50Hz,1.5kW,4P,90L,B3";1120;https://www.safesave.info/MIC.php?id=Fajar-MotorList1120;2023-11-21 08:44:55
EMO002072;Installed;SP1.MW.PUL2/GB/M;FP-01-SP1-MXW-PU02;;"AC MOTOR;3000V,50Hz,500kW,4P,450A,B3";1121;https://www.safesave.info/MIC.php?id=Fajar-MotorList1121;2023-11-21 08:44:56
EMO003807;Installed;SP1.CON2/GB/M;FP-01-SP1-MXW-CN02;;"AC MOTOR;380V,50Hz,30kW,4P,160L,B35";1123;https://www.safesave.info/MIC.php?id=Fajar-MotorList1123;2023-11-21 08:44:57
EMO003338;Installed;PM2.CWR.CTW1/BLW/M;FP-01-PM2-WRS-T138-BL26;;MOTOR;1124;https://www.safesave.info/MIC.php?id=Fajar-MotorList1124;2023-11-21 08:44:58
EMO000841;Installed;PM2.SWR.T3/P2/M;FP-01-PM2-WRS-T106-P109;;"AC MOTOR;380V,50Hz,3kW,2P,100L,V1";1125;https://www.safesave.info/MIC.php?id=Fajar-MotorList1125;2023-11-21 08:44:59
EMO002647;Installed;PM2.SWR.T3/P1/M;FP-01-PM2-WRS-T106-P108;;"AC MOTOR;380V,50Hz,3kW,2P,100L,V1";1126;https://www.safesave.info/MIC.php?id=Fajar-MotorList1126;2023-11-21 08:45:00
EMO003913;Installed;PM2.SWR.T2/P3A/M;FP-01-PM2-WRS-T105-P107;;"AC MOTOR;380V,50Hz,45kW,2P,225M,B3";1127;https://www.safesave.info/MIC.php?id=Fajar-MotorList1127;2023-11-21 08:45:01
EMO000838;Available;PM2.SWR.T2/P3/M;;10010653;"AC MOTOR;380V,50Hz,110kW,4P,280M,B3";1128;https://www.safesave.info/MIC.php?id=Fajar-MotorList1128;2023-11-21 08:45:02
EMO000837;Installed;PM2.SWR.T2/P2A/M;FP-01-PM2-WRS-T105-P105;;"AC MOTOR;380V,50Hz,90kW,2P,280M,B3";1129;https://www.safesave.info/MIC.php?id=Fajar-MotorList1129;2023-11-21 08:45:03
